17,89,
17,91,
18,49,
18,50,
18,88,
18,91,
19,48,
19,51,
19,52,
19,88,
19,90,
20,48,
20,52,
20,87,
20,89,
20,90,
21,48,
21,53,
21,86,
21,91,
22,48,
22,53,
22,85,
22,90,
23,48,
23,54,
23,84,
23,90,
24,48,
24,54,
24,83,
24,89,
25,48,
25,54,
25,81,
25,82,
25,89,
26,48,
26,54,
26,80,
26,88,
27,48,
27,54,
27,79,
27,87,
28,47,
28,54,
28,77,
28,78,
28,86,
29,47,
29,53,
29,75,
29,76,
29,85,
30,47,
30,53,
30,74,
30,83,
30,84,
31,47,
31,53,
31,72,
31,73,
31,82,
32,47,
32,52,
32,70,
32,71,
32,80,
32,81,
33,47,
33,52,
33,68,
33,69,
33,79,
34,46,
34,52,
34,65,
34,66,
34,67,
34,77,
34,78,
35,46,
35,51,
35,63,
35,64,
35,75,
35,76,
36,46,
36,51,
36,60,
36,61,
36,62,
36,73,
36,74,
37,46,
37,51,
37,58,
37,59,
37,71,
37,72,
38,45,
38,50,
38,55,
38,56,
38,57,
38,69,
38,70,
39,45,
39,53,
39,54,
39,67,
39,68,
40,44,
40,50,
40,51,
40,52,
40,65,
40,66,
41,43,
41,62,
41,63,
41,64,
42,19,
42,20,
42,21,
42,22,
42,38,
42,39,
42,40,
42,41,
42,42,
42,59,
42,60,
42,61,
43,19,
43,23,
43,24,
43,32,
43,33,
43,34,
43,35,
43,36,
43,37,
43,54,
43,55,
43,56,
43,57,
44,19,
44,25,
44,26,
44,27,
44,28,
44,29,
44,30,
44,31,
44,54,
44,65,
44,66,
44,67,
44,68,
44,69,
44,70,
44,71,
44,72,
44,73,
44,74,
44,75,
44,76,
44,77,
44,78,
44,79,
44,80,
44,81,
44,82,
45,19,
45,50,
45,52,
45,54,
45,55,
45,56,
45,57,
45,58,
45,59,
45,60,
45,61,
45,62,
45,63,
45,64,
45,83,
46,19,
46,42,
46,48,
46,49,
46,52,
46,84,
46,85,
47,20,
47,40,
47,41,
47,43,
47,48,
47,52,
47,85,
48,21,
48,35,
48,36,
48,37,
48,38,
48,39,
48,43,
48,48,
48,53,
48,66,
48,67,
48,68,
48,69,
48,70,
48,71,
48,72,
48,73,
48,74,
48,75,
48,76,
48,77,
48,78,
48,79,
48,80,
48,86,
49,22,
49,23,
49,28,
49,29,
49,30,
49,31,
49,32,
49,33,
49,34,
49,43,
49,47,
49,54,
49,55,
49,60,
49,61,
49,62,
49,63,
49,64,
49,65,
49,81,
49,82,
49,86,
50,24,
50,25,
50,26,
50,27,
50,43,
50,47,
50,56,
50,57,
50,58,
50,59,
50,83,
50,87,
51,42,
51,47,
51,84,
51,87,
52,42,
52,47,
52,84,
52,88,
53,41,
53,47,
53,85,
53,88,
54,41,
54,46,
54,85,
54,88,
55,41,
55,46,
55,85,
55,88,
56,41,
56,46,
56,85,
56,88,
57,41,
57,45,
57,85,
57,89,
58,25,
58,26,
58,27,
58,41,
58,45,
58,86,
58,89,
59,25,
59,28,
59,41,
59,44,
59,86,
59,89,
60,25,
60,29,
60,42,
60,43,
60,86,
60,89,
61,26,
61,29,
61,30,
61,86,
61,89,
62,26,
62,31,
62,32,
62,86,
62,89,
63,26,
63,33,
63,34,
63,86,
63,89,
64,27,
64,35,
64,85,
64,89,
65,28,
65,36,
65,85,
65,89,
66,28,
66,29,
66,37,
66,85,
66,88,
67,29,
67,30,
67,37,
67,85,
67,88,
68,30,
68,31,
68,37,
68,85,
68,88,
69,32,
69,33,
69,36,
69,85,
69,88,
70,34,
70,35,
70,85,
70,88,
71,85,
71,88,
72,85,
72,88,
73,85,
73,88,
74,84,
74,88,
75,84,
75,88,
76,84,
76,88,
77,83,
77,87,
78,83,
78,87,
79,66,
79,67,
79,68,
79,69,
79,81,
79,82,
79,87,
80,66,
80,70,
80,71,
80,72,
80,79,
80,80,
80,87,
81,66,
81,67,
81,68,
81,69,
81,73,
81,74,
81,75,
81,76,
81,77,
81,78,
81,86,
82,70,
82,86,
83,71,
83,72,
83,85,
84,72,
84,73,
84,85,
85,73,
85,74,
85,83,
85,84,
86,75,
86,76,
86,77,
86,78,
86,79,
86,81,
86,82,
87,80,
99,54,
99,55,
100,53,
100,56,
100,57,
101,53,
101,57,
102,53,
102,58,
103,53,
103,58,
104,53,
104,59,
105,53,
105,59,
106,53,
106,59,
107,53,
107,59,
108,53,
108,59,
109,53,
109,59,
110,53,
110,59,
111,52,
111,58,
112,52,
112,58,
113,52,
113,58,
114,52,
114,58,
115,52,
115,58,
116,52,
116,57,
117,52,
117,57,
118,52,
118,57,
119,51,
119,57,
120,51,
120,57,
121,51,
121,57,
122,51,
122,57,
123,51,
123,56,
124,51,
124,56,
125,51,
125,56,
126,51,
126,56,
127,50,
127,56,
128,50,
128,56,
129,50,
129,56,
130,50,
130,56,
131,50,
131,55,
132,50,
132,55,
133,50,
133,55,
134,50,
134,55,
135,50,
135,55,
136,50,
136,55,
137,49,
137,55,
138,49,
138,55,
139,49,
139,55,
140,49,
140,55,
141,49,
141,55,
142,49,
142,55,
143,49,
143,55,
144,49,
144,55,
145,49,
145,55,
146,49,
146,54,
147,49,
147,54,
148,49,
148,54,
149,49,
149,54,
150,49,
150,54,
151,49,
151,55,
152,49,
152,55,
153,49,
153,55,
154,49,
154,55,
155,49,
155,55,
156,49,
156,55,
157,49,
157,55,
158,49,
158,55,
159,49,
159,55,
160,49,
160,55,
161,49,
161,56,
162,49,
162,55,
163,50,
163,55,
164,51,
164,53,
164,54,
165,52,
187,29,
187,30,
187,31,
188,29,
188,31,
189,28,
189,32,
190,28,
190,32,
191,28,
191,33,
192,28,
192,33,
193,28,
193,33,
194,27,
194,34,
195,27,
195,34,
196,27,
196,34,
197,27,
197,34,
197,74,
197,75,
197,76,
197,77,
197,78,
197,79,
197,80,
197,81,
197,82,
197,83,
197,84,
197,85,
197,86,
197,87,
197,88,
197,89,
198,26,
198,33,
198,62,
198,63,
198,64,
198,65,
198,66,
198,67,
198,68,
198,69,
198,70,
198,71,
198,72,
198,73,
198,90,
198,91,
199,26,
199,33,
199,46,
199,47,
199,48,
199,49,
199,50,
199,51,
199,52,
199,53,
199,54,
199,55,
199,56,
199,57,
199,58,
199,59,
199,60,
199,61,
199,92,
199,93,
200,26,
200,34,
200,35,
200,36,
200,37,
200,38,
200,39,
200,40,
200,41,
200,42,
200,43,
200,44,
200,45,
200,93,
201,25,
201,93,
202,25,
202,92,
203,25,
203,30,
203,31,
203,32,
203,60,
203,61,
203,62,
203,63,
203,64,
203,65,
203,66,
203,67,
203,68,
203,69,
203,70,
203,71,
203,72,
203,73,
203,74,
203,75,
203,76,
203,77,
203,78,
203,79,
203,80,
203,89,
203,90,
203,91,
204,24,
204,30,
204,33,
204,34,
204,35,
204,40,
204,41,
204,42,
204,43,
204,44,
204,45,
204,46,
204,47,
204,48,
204,49,
204,50,
204,51,
204,52,
204,53,
204,54,
204,55,
204,60,
204,81,
204,82,
204,83,
204,84,
204,85,
204,86,
204,87,
204,88,
205,24,
205,29,
205,36,
205,37,
205,38,
205,39,
205,56,
205,61,
206,24,
206,29,
206,57,
206,61,
206,62,
207,24,
207,28,
207,42,
207,43,
207,57,
207,62,
208,23,
208,28,
208,40,
208,41,
208,44,
208,58,
208,63,
209,23,
209,27,
209,38,
209,39,
209,44,
209,58,
209,64,
210,23,
210,27,
210,36,
210,37,
210,44,
210,59,
210,64,
210,65,
211,22,
211,26,
211,34,
211,35,
211,44,
211,59,
211,65,
212,22,
212,26,
212,31,
212,32,
212,33,
212,45,
212,60,
212,66,
213,22,
213,26,
213,28,
213,29,
213,30,
213,39,
213,40,
213,41,
213,45,
213,46,
213,59,
213,66,
214,22,
214,27,
214,39,
214,41,
214,42,
214,47,
214,48,
214,58,
214,66,
215,22,
215,37,
215,38,
215,42,
215,43,
215,49,
215,50,
215,51,
215,52,
215,53,
215,54,
215,55,
215,56,
215,57,
215,67,
216,22,
216,36,
216,43,
216,44,
216,66,
217,22,
217,34,
217,35,
217,45,
217,46,
217,66,
218,22,
218,32,
218,33,
218,47,
218,48,
218,64,
218,65,
219,22,
219,30,
219,31,
219,49,
219,50,
219,51,
219,62,
219,63,
220,23,
220,28,
220,29,
220,52,
220,53,
220,54,
220,55,
220,56,
220,57,
220,58,
220,59,
220,60,
220,61,
