221,24,
221,25,
221,26,
221,27,
227,36,
227,37,
227,38,
227,39,
227,40,
227,41,
227,42,
227,43,
227,44,
227,45,
227,46,
227,47,
227,48,
227,49,
227,50,
227,51,
227,52,
227,53,
227,54,
227,55,
227,56,
227,57,
228,33,
228,34,
228,35,
228,58,
228,59,
228,60,
228,61,
228,62,
228,63,
228,64,
228,65,
229,32,
229,66,
229,67,
230,31,
230,68,
231,31,
231,69,
232,30,
232,34,
232,35,
232,36,
232,37,
232,38,
232,68,
233,30,
233,34,
233,39,
233,40,
233,41,
233,42,
233,43,
233,44,
233,45,
233,46,
233,51,
233,52,
233,53,
233,54,
233,55,
233,56,
233,57,
233,58,
233,68,
234,29,
234,33,
234,46,
234,50,
234,59,
234,60,
234,61,
234,62,
234,63,
234,67,
235,29,
235,33,
235,46,
235,50,
235,63,
235,67,
236,28,
236,33,
236,45,
236,50,
236,63,
236,67,
237,28,
237,33,
237,45,
237,49,
237,63,
237,67,
238,28,
238,33,
238,45,
238,49,
238,63,
238,67,
239,27,
239,33,
239,44,
239,49,
239,63,
239,68,
239,69,
239,70,
240,27,
240,32,
240,44,
240,50,
240,63,
240,71,
240,72,
241,27,
241,32,
241,44,
241,49,
241,64,
241,65,
241,73,
242,27,
242,32,
242,33,
242,44,
242,48,
242,49,
242,66,
242,74,
243,27,
243,34,
243,35,
243,36,
243,44,
243,59,
243,60,
243,61,
243,62,
243,63,
243,64,
243,65,
243,74,
244,27,
244,37,
244,38,
244,39,
244,40,
244,41,
244,42,
244,43,
244,48,
244,49,
244,50,
244,51,
244,52,
244,53,
244,54,
244,55,
244,56,
244,57,
244,58,
244,74,
245,27,
245,73,
246,27,
246,73,
247,28,
247,71,
247,72,
248,29,
248,67,
248,68,
248,69,
248,70,
249,30,
249,31,
249,57,
249,58,
249,59,
249,60,
249,61,
249,62,
249,63,
249,64,
249,65,
249,66,
250,32,
250,33,
250,34,
250,35,
250,36,
250,37,
250,38,
250,39,
250,40,
250,41,
250,42,
250,43,
250,44,
250,45,
250,46,
250,47,
250,48,
250,49,
250,50,
250,51,
250,52,
250,53,
250,54,
250,55,
250,56
